,Order ID,Customer Age,Bike Value,Existing Customer?,Store,Bike,Quarter,Day of Month
618,619,44,3008,No,Manchester,Gravel,4,7
619,620,49,1314,No,Manchester,Gravel,1,2
620,621,47,3504,Yes,York,Road,2,21
621,622,35,2483,Yes,York,Road,1,5
622,623,41,4604,Yes,York,Road,2,10
623,624,29,4111,No,York,Road,4,8
624,625,40,4582,No,York,Mountain,1,23
625,626,29,1466,No,London,Mountain,4,19
626,627,47,4315,No,London,Mountain,1,10
627,628,42,3741,Yes,London,Mountain,3,25
628,629,31,1550,Yes,London,Gravel,4,7
629,630,33,2348,Yes,Leeds,Gravel,2,29
630,631,46,2395,No,Birmingham,Road,3,30
631,632,31,2150,No,Leeds,Road,3,19
632,633,41,2102,No,Birmingham,Road,1,19
633,634,32,4873,No,Manchester,Road,4,23
634,635,37,3568,Yes,Manchester,Mountain,1,4
635,636,39,2822,Yes,York,Mountain,2,5
636,637,47,4454,Yes,York,Mountain,2,30
637,638,37,2113,No,York,Mountain,4,18
638,639,34,4398,No,York,Gravel,1,23
639,640,46,3714,No,York,Gravel,4,6
640,641,34,2559,No,London,Road,4,22
641,642,38,3956,Yes,London,Road,2,25
642,643,28,4538,Yes,London,Road,2,27
643,644,50,1536,Yes,London,Road,3,9
644,645,40,4713,No,Leeds,Mountain,3,8
645,646,36,3565,No,Birmingham,Mountain,4,21
646,647,30,3130,No,Leeds,Mountain,2,11
647,648,42,4912,No,Birmingham,Mountain,4,7
648,649,47,3299,Yes,Manchester,Gravel,4,30
649,650,49,4845,Yes,Manchester,Gravel,1,31
650,651,40,2597,Yes,York,Road,1,29
651,652,32,2898,No,York,Road,1,5
652,653,43,2461,No,York,Road,3,21
653,654,29,1918,No,York,Road,2,29
654,655,41,3129,No,York,Mountain,4,9
655,656,29,4420,Yes,London,Mountain,1,13
656,657,41,3450,Yes,London,Mountain,1,7
657,658,39,2635,Yes,London,Mountain,2,8
658,659,36,4086,No,London,Gravel,2,28
659,660,29,1105,No,Leeds,Gravel,3,15
660,661,50,4425,No,York,Road,3,17
661,662,36,1122,No,York,Road,3,28
662,663,34,1631,Yes,York,Road,2,12
663,664,28,3062,Yes,York,Road,3,13
664,665,29,4459,Yes,York,Mountain,4,10
665,666,33,1396,No,London,Mountain,1,22
666,667,25,4814,No,London,Mountain,2,1
667,668,42,2078,No,London,Mountain,4,21
668,669,28,2529,No,London,Gravel,3,21
669,670,28,3056,Yes,Leeds,Gravel,4,2
670,671,38,1399,Yes,Birmingham,Road,3,25
671,672,36,1802,Yes,Leeds,Road,2,11
672,673,43,3255,No,Birmingham,Road,2,6
673,674,43,1060,No,Manchester,Road,4,9
674,675,48,1703,No,Manchester,Mountain,2,3
675,676,50,3384,No,York,Mountain,2,16
676,677,28,2135,Yes,York,Mountain,2,19
677,678,30,4621,Yes,York,Mountain,2,2
678,679,26,1684,Yes,York,Gravel,4,28
679,680,47,4113,No,York,Gravel,4,27
680,681,29,4072,No,London,Road,3,24
681,682,30,1208,No,London,Road,2,24
682,683,26,3580,No,London,Road,2,29
683,684,42,3558,Yes,London,Road,4,11
684,685,25,1926,Yes,Leeds,Mountain,1,22
685,686,35,4714,Yes,Birmingham,Mountain,2,13
686,687,35,1334,No,Leeds,Mountain,3,12
687,688,27,4736,No,Birmingham,Mountain,1,27
688,689,29,2893,No,Manchester,Gravel,3,26
689,690,48,3743,No,Manchester,Gravel,3,10
690,691,27,3095,Yes,York,Road,1,20
691,692,30,2810,Yes,York,Road,1,27
692,693,32,3433,Yes,York,Road,3,10
693,694,48,3102,No,York,Road,3,28
694,695,34,4038,No,York,Mountain,3,16
695,696,26,2844,No,London,Mountain,1,5
696,697,33,2552,No,London,Mountain,2,8
697,698,31,4453,Yes,London,Mountain,2,13
698,699,39,3790,Yes,London,Gravel,3,26
699,700,46,1127,Yes,Leeds,Gravel,3,18
700,701,39,4191,No,Birmingham,Road,2,8
701,702,42,1180,No,Leeds,Road,3,9
702,703,46,3711,No,Birmingham,Road,2,29
703,704,25,1581,No,Manchester,Road,2,25
704,705,34,4463,Yes,Manchester,Mountain,1,3
705,706,49,3469,Yes,York,Mountain,3,4
706,707,35,4307,Yes,York,Mountain,3,21
707,708,46,3765,No,York,Mountain,4,1
708,709,45,4553,No,York,Gravel,1,2
709,710,28,2619,No,York,Gravel,3,23
710,711,36,4029,No,London,Road,2,18
711,712,44,4000,Yes,London,Road,3,9
712,713,45,2995,Yes,London,Road,4,20
713,714,48,4607,Yes,London,Road,2,21
714,715,31,1736,No,Leeds,Mountain,3,9
715,716,30,4123,No,York,Mountain,3,30
716,717,26,2130,No,York,Mountain,1,10
717,718,28,3909,No,York,Mountain,2,25
718,719,43,2087,Yes,York,Gravel,3,14
719,720,48,3385,Yes,York,Gravel,3,14
720,721,44,4491,Yes,London,Road,2,12
721,722,33,1609,No,London,Road,1,16
722,723,39,4105,No,London,Road,4,1
723,724,43,2019,No,London,Road,2,19
724,725,41,3881,No,Leeds,Mountain,1,16
725,726,49,4794,Yes,Birmingham,Mountain,4,25
726,727,46,2217,Yes,Leeds,Mountain,2,29
727,728,46,1974,Yes,Birmingham,Mountain,3,22
728,729,29,4924,No,Manchester,Gravel,3,4
729,730,33,1267,No,Manchester,Gravel,1,21
730,731,26,2002,No,York,Road,1,8
731,732,28,3356,No,York,Road,3,11
732,733,46,1833,Yes,York,Road,2,15
733,734,25,4588,Yes,York,Road,3,11
734,735,36,1930,Yes,York,Mountain,1,28
735,736,38,4064,No,London,Mountain,1,18
736,737,39,4189,No,London,Mountain,3,4
737,738,49,1442,No,London,Mountain,3,3
738,739,36,1353,No,London,Gravel,4,25
739,740,47,3167,Yes,Leeds,Gravel,4,1
740,741,32,2456,Yes,Birmingham,Road,1,21
741,742,40,2391,Yes,Leeds,Road,3,14
742,743,50,4013,No,Birmingham,Road,3,25
743,744,35,1506,No,Manchester,Road,3,18
744,745,50,3048,No,Manchester,Mountain,1,17
745,746,31,1972,No,York,Mountain,2,8
746,747,32,3329,Yes,York,Mountain,1,23
747,748,27,2065,Yes,York,Mountain,4,6
748,749,43,3666,Yes,York,Gravel,3,11
749,750,39,3199,No,York,Gravel,2,30
750,751,36,4750,No,London,Road,1,29
751,752,43,1601,No,London,Road,1,10
752,753,47,4705,No,London,Road,1,18
753,754,45,2468,Yes,London,Road,2,26
754,755,40,1394,Yes,Leeds,Mountain,2,10
755,756,42,2074,Yes,Birmingham,Mountain,3,23
756,757,38,1475,No,Leeds,Mountain,3,22
757,758,36,3884,No,Birmingham,Mountain,3,28
758,759,38,4303,No,Manchester,Gravel,1,13
759,760,31,3371,No,Manchester,Gravel,4,2
760,761,27,3021,Yes,York,Road,1,21
761,762,26,1010,Yes,York,Road,2,10
762,763,30,1503,Yes,York,Road,3,23
763,764,26,3853,No,York,Road,3,15
764,765,40,4281,No,York,Mountain,1,22
765,766,49,1092,No,London,Mountain,3,29
766,767,42,1217,No,London,Mountain,2,2
767,768,45,4235,Yes,London,Mountain,3,23
768,769,35,3380,Yes,London,Gravel,4,27
769,770,50,3724,Yes,Leeds,Gravel,3,5
770,771,30,3426,No,York,Road,2,14
771,772,43,3314,No,York,Road,3,19
772,773,88,4797,No,York,Road,4,3
773,774,37,3014,No,York,Road,2,20
774,775,39,1081,Yes,York,Mountain,3,28
775,776,38,3067,Yes,London,Mountain,2,10
776,777,32,2185,Yes,London,Mountain,2,21
777,778,37,3247,No,London,Mountain,1,18
778,779,33,1229,No,London,Gravel,3,18
779,780,44,1626,No,Leeds,Gravel,3,30
780,781,43,3619,No,Birmingham,Road,3,26
781,782,38,3049,Yes,Leeds,Road,3,30
782,783,40,1308,Yes,Birmingham,Road,1,18
783,784,39,1650,Yes,Manchester,Road,2,17
784,785,38,3001,No,Manchester,Mountain,3,24
785,786,47,4099,No,York,Mountain,1,27
786,787,33,4882,No,York,Mountain,2,24
787,788,38,2614,No,York,Mountain,4,10
788,789,34,2442,Yes,York,Gravel,1,23
789,790,48,1366,Yes,York,Gravel,2,11
790,791,48,2080,Yes,London,Road,4,19
791,792,41,2515,No,London,Road,2,4
792,793,36,3334,No,London,Road,4,7
793,794,47,4929,No,London,Road,1,22
794,795,27,1013,No,Leeds,Mountain,2,25
795,796,50,3541,Yes,Birmingham,Mountain,3,19
796,797,26,4911,Yes,Leeds,Mountain,4,6
797,798,27,4348,Yes,Birmingham,Mountain,3,20
798,799,48,1417,No,Manchester,Gravel,2,29
799,800,33,1174,No,Manchester,Gravel,3,6
800,801,25,2054,No,York,Road,2,25
801,802,47,3656,No,York,Road,2,28
802,803,43,2808,Yes,York,Road,4,10
803,804,42,1291,Yes,York,Road,2,22
804,805,40,3107,Yes,York,Mountain,2,20
805,806,43,3931,No,London,Mountain,3,11
806,807,28,4396,No,London,Mountain,2,28
807,808,35,2743,No,London,Mountain,3,27
808,809,37,1460,No,London,Gravel,3,27
809,810,26,3509,Yes,Leeds,Gravel,4,2
810,811,32,3039,Yes,Birmingham,Road,4,1
811,812,39,3939,Yes,Leeds,Road,2,30
812,813,28,3688,No,Birmingham,Road,1,19
813,814,39,2831,No,Manchester,Road,1,10
814,815,49,4499,No,Manchester,Mountain,1,18
815,816,50,4960,No,York,Mountain,3,19
816,817,28,1979,Yes,York,Mountain,2,24
817,818,27,1943,Yes,York,Mountain,4,18
818,819,35,4246,Yes,York,Gravel,3,6
819,820,34,1701,No,York,Gravel,2,22
820,821,49,3656,No,London,Road,4,10
821,822,45,3668,No,London,Road,3,18
822,823,41,3117,No,London,Road,3,5
823,824,30,1580,Yes,London,Road,1,3
824,825,49,3514,Yes,Leeds,Mountain,2,25
825,826,33,4461,Yes,York,Mountain,1,3
826,827,41,4049,No,York,Mountain,1,26
827,828,25,3295,No,York,Mountain,4,4
828,829,28,1777,No,York,Gravel,4,20
829,830,27,3971,No,York,Gravel,4,28
830,831,44,1185,Yes,London,Road,1,20
831,832,50,4184,Yes,London,Road,3,18
832,833,28,3423,Yes,London,Road,2,21
833,834,36,1313,No,London,Road,4,5
834,835,28,1608,No,Leeds,Mountain,1,31
835,836,50,3673,No,Birmingham,Mountain,1,20
836,837,47,3633,No,Leeds,Mountain,2,23
837,838,34,3080,Yes,Birmingham,Mountain,1,11
838,839,40,4959,Yes,Manchester,Gravel,1,7
839,840,47,4349,Yes,Manchester,Gravel,2,13
840,841,42,1152,No,York,Road,2,1
841,842,37,1095,No,York,Road,2,16
842,843,39,3221,No,York,Road,2,16
843,844,36,1154,No,York,Road,1,3
844,845,43,2314,Yes,York,Mountain,2,15
845,846,34,2937,Yes,London,Mountain,2,2
846,847,43,3928,Yes,London,Mountain,4,1
847,848,30,2236,No,London,Mountain,3,24
848,849,36,3494,No,London,Gravel,1,27
849,850,26,3237,No,Leeds,Gravel,2,6
850,851,43,1058,No,Birmingham,Road,1,20
851,852,43,1950,Yes,Leeds,Road,2,8
852,853,40,4762,Yes,Birmingham,Road,1,18
853,854,26,4772,Yes,Manchester,Road,3,18
854,855,48,2885,No,Manchester,Mountain,2,29
855,856,49,3553,No,York,Mountain,4,20
856,857,40,4498,No,York,Mountain,3,16
857,858,50,3374,No,York,Mountain,2,25
858,859,45,3048,Yes,York,Gravel,3,30
859,860,45,2073,Yes,York,Gravel,1,28
860,861,40,1738,Yes,London,Road,2,23
861,862,26,3664,No,London,Road,1,5
862,863,29,2114,No,London,Road,1,2
863,864,26,2910,No,London,Road,3,23
864,865,35,2015,No,Leeds,Mountain,2,15
865,866,49,1622,Yes,Birmingham,Mountain,1,23
866,867,47,3889,Yes,Leeds,Mountain,3,27
867,868,27,4641,Yes,Birmingham,Mountain,3,2
868,869,48,3451,No,Manchester,Gravel,2,17
869,870,48,3020,No,Manchester,Gravel,3,17
870,871,50,3741,No,York,Road,3,30
871,872,25,3574,No,York,Road,3,21
872,873,25,4889,Yes,York,Road,2,17
873,874,50,3729,Yes,York,Road,2,21
874,875,29,3217,Yes,York,Mountain,4,24
875,876,33,2565,No,London,Mountain,1,31
876,877,27,2804,No,London,Mountain,2,21
877,878,29,2914,No,London,Mountain,1,20
878,879,35,2204,No,London,Gravel,3,26
879,880,26,3597,Yes,Leeds,Gravel,4,31
880,881,50,4780,Yes,York,Road,2,2
881,882,42,1129,Yes,York,Road,3,28
882,883,32,4903,No,York,Road,1,28
883,884,29,4647,No,York,Road,2,3
884,885,25,4300,No,York,Mountain,2,5
885,886,29,4341,No,London,Mountain,3,4
886,887,34,4883,Yes,London,Mountain,4,1
887,888,39,2358,Yes,London,Mountain,2,10
888,889,47,2636,Yes,London,Gravel,2,7
889,890,33,3879,No,Leeds,Gravel,1,2
890,891,36,3491,No,Birmingham,Road,3,25
891,892,42,3037,No,Leeds,Road,2,4
892,893,42,4580,No,Birmingham,Road,3,9
893,894,25,3346,Yes,Manchester,Road,2,11
894,895,35,4856,Yes,Manchester,Mountain,2,11
895,896,46,1473,Yes,York,Mountain,3,2
896,897,42,3803,No,York,Mountain,2,22
897,898,47,4489,No,York,Mountain,2,30
898,899,27,3788,No,York,Gravel,1,8
899,900,25,4115,No,York,Gravel,4,14
900,901,31,2599,Yes,London,Road,4,31
901,902,36,1053,Yes,London,Road,3,14
902,903,43,3805,Yes,London,Road,2,29
903,904,40,2111,No,London,Road,4,23
904,905,33,3774,No,Leeds,Mountain,2,6
905,906,44,2643,No,Birmingham,Mountain,2,30
906,907,26,3580,No,Leeds,Mountain,2,5
907,908,50,4735,Yes,Birmingham,Mountain,4,26
908,909,46,1453,Yes,Manchester,Gravel,3,7
909,910,39,3582,Yes,Manchester,Gravel,2,29
910,911,32,3056,No,York,Road,3,7
911,912,45,4695,No,York,Road,2,21
912,913,35,2578,No,York,Road,3,5
913,914,35,4814,No,York,Road,3,25
914,915,36,1500,Yes,York,Mountain,2,4
915,916,48,3875,Yes,London,Mountain,1,27
916,917,31,3836,Yes,London,Mountain,3,19
917,918,25,1848,No,London,Mountain,1,30
918,919,25,4768,No,London,Gravel,3,16
919,920,48,4989,No,Leeds,Gravel,3,4
920,921,47,1816,No,Birmingham,Road,2,20
921,922,28,4761,Yes,Leeds,Road,2,11
922,923,31,4030,Yes,Birmingham,Road,2,1
923,924,35,3679,Yes,Manchester,Road,4,5
924,925,44,3139,No,Manchester,Mountain,3,7
925,926,26,1271,No,York,Mountain,3,17
926,927,38,1248,No,York,Mountain,2,21
927,928,48,4587,No,York,Mountain,2,1
928,929,27,2328,Yes,York,Gravel,4,10
929,930,29,2922,Yes,York,Gravel,1,28
930,931,40,1642,Yes,London,Road,2,8
931,932,30,1879,No,London,Road,3,30
932,933,50,4199,No,London,Road,2,16
933,934,43,3353,No,London,Road,2,16
934,935,37,2429,No,Leeds,Mountain,3,8
935,936,26,1783,Yes,York,Mountain,1,11
936,937,27,4511,Yes,York,Mountain,1,18
937,938,34,2704,Yes,York,Mountain,2,7
938,939,42,4093,No,York,Gravel,3,9
939,940,27,1615,No,York,Gravel,2,21
940,941,43,3676,No,London,Road,1,16
941,942,37,1161,No,London,Road,4,11
942,943,40,3462,Yes,London,Road,2,7
943,944,35,4837,Yes,London,Road,4,12
944,945,39,1262,Yes,Leeds,Mountain,4,24
945,946,27,1648,No,Birmingham,Mountain,1,28
946,947,27,4840,No,Leeds,Mountain,4,26
947,948,43,4646,No,Birmingham,Mountain,3,11
948,949,49,4080,No,Manchester,Gravel,3,22
949,950,32,2698,Yes,Manchester,Gravel,1,28
950,951,42,2472,Yes,York,Road,1,18
951,952,33,1623,Yes,York,Road,2,8
952,953,31,1589,No,York,Road,2,13
953,954,44,3500,No,York,Road,4,27
954,955,46,4613,No,York,Mountain,1,9
955,956,38,1946,No,London,Mountain,1,1
956,957,37,3434,Yes,London,Mountain,3,11
957,958,32,4159,Yes,London,Mountain,3,17
958,959,42,2441,Yes,London,Gravel,4,19
959,960,34,3685,No,Leeds,Gravel,3,15
960,961,33,2827,No,Birmingham,Road,2,27
961,962,34,1162,No,Leeds,Road,4,15
962,963,39,4120,No,Birmingham,Road,2,8
963,964,40,3701,Yes,Manchester,Road,1,19
964,965,39,2580,Yes,Manchester,Mountain,1,24
965,966,48,3085,Yes,York,Mountain,2,16
966,967,27,3235,No,York,Mountain,2,5
967,968,46,2660,No,York,Mountain,3,12
968,969,43,1526,No,York,Gravel,1,19
969,970,29,4541,No,York,Gravel,1,28
970,971,44,3898,Yes,London,Road,3,4
971,972,42,2680,Yes,London,Road,1,14
972,973,38,4122,Yes,London,Road,3,22
973,974,37,1400,No,London,Road,1,14
974,975,37,1773,No,Leeds,Mountain,1,27
975,976,31,1115,No,Birmingham,Mountain,1,13
976,977,32,4963,No,Leeds,Mountain,1,4
977,978,48,3283,Yes,Birmingham,Mountain,3,8
978,979,35,1295,Yes,Manchester,Gravel,1,25
979,980,47,1017,Yes,Manchester,Gravel,1,2
980,981,41,1013,No,York,Road,3,13
981,982,29,4350,No,York,Road,3,17
982,983,33,2337,No,York,Road,3,31
983,984,45,3760,No,York,Road,3,23
984,985,46,1291,Yes,York,Mountain,1,26
985,986,30,2403,Yes,London,Mountain,2,20
986,987,32,2606,Yes,London,Mountain,4,22
987,988,36,2367,No,London,Mountain,3,18
988,989,25,4785,No,London,Gravel,4,25
989,990,37,1315,No,Leeds,Gravel,3,16
990,991,35,3019,No,York,Road,1,23
991,992,40,3050,Yes,York,Road,4,7
992,993,38,2353,Yes,York,Road,3,25
993,994,30,4800,Yes,York,Road,2,20
994,995,28,4337,No,York,Mountain,1,17
995,996,42,3460,No,London,Mountain,3,3
996,997,48,3409,No,London,Mountain,1,17
997,998,81,2534,No,London,Mountain,1,26
998,999,37,4312,Yes,London,Gravel,2,25
999,1000,35,1200,Yes,Leeds,Gravel,1,18
